										입시결과 역환산 산출내역																				
자연 누적   (추정치)		의대감원			26수능 표준점수	대학	학과	계열	모집인원	대학별		반영방법			반영비율			백분위	표준점수			변표	등급 점수						가산점	비고
		영향	계열   	계열						환산점수 /	만점	국.수	탐구		국	수	탐	국.수.탐	국어	수학	탐구	탐구	영어	점수	한국사	점수	제2외국	점수	미기,과탐	
  (%)	 (명)	(명)	백분위	표준점수																										
1.80	3,906	-435 	97.66	398.48	401.42	서울대	항공우주공학과	자연	12	401.1 / 	600	표점	표점	2과목	33	40	27	97.66	132.66	131.96	66.93		1등급	0	만점	0	만점	0	3	 물리/화학 필수, 과탐Ⅱ3점 가산
1.85	4,015	-581 	97.61	398.26	401.51	단국(천안)	의예과	자연	40	973.3 / 	1000	표점/만점	백분위	2과목	25	35	25	97.61	132.58	131.89	66.89		1등급	150	만점	5	만점	0	6.101	 과II5%
1.86	4,036	-437 	97.58	398.17	401.25	서울대	화학부	자연	14	400.8 / 	600	표점	표점	2과목	33	40	27	97.58	132.55	131.87	66.87		1등급	0	만점	0	만점	0	3	 물리/화학 필수, 과탐Ⅱ3점 가산
1.88	4,080	-584 	97.56	398.06	401.40	영남대	의예	자연	19	792.4 / 	800	백분위	백분위	2과목	25	35	30	97.56	132.51	131.84	66.86		1등급	80	만점	10	만점	0	0	
1.88	4,080	-587 	97.55	398.05	401.41	강원대	의예과	자연	16	506.35 / 	500	백분위	백분위	2과목	20	30	30	97.55	132.51	131.84	66.85		1등급	100	만점	1.5	만점	0	14.633	 미/기10%
1.88	4,080	-440 	97.54	398.01	401.20	아주대	약학과	자연	10	980.57 / 	1000	표점/만점	변표/만점	2과목	20	35	30	97.54	132.49	131.83	66.85	68.13	1등급	150	만점	0	만점	0	18.639	 미/기/과탐 3%
1.89	4,101	-287 	97.54	398.00	400.96	원광대	치의예(자연)	자연	30	503 / 	600	표점	표점	2과목	33	33	33	97.54	132.49	131.82	66.85		1등급	100	만점	5	만점	0	0	
1.89	4,101	-573 	97.54	398.00	401.36	원광대	의예	자연	22	503 / 	600	표점	표점	2과목	33	33	33	97.54	132.49	131.82	66.85		1등급	100	만점	5	만점	0	0	
1.89	4,101	-444 	97.53	397.97	401.18	서울대	재료공학부	자연	32	400.6 / 	600	표점	표점	2과목	33	40	27	97.53	132.48	131.82	66.84		1등급	0	만점	0	만점	0	3	 과탐Ⅱ3점 가산
1.90	4,123	-504 	97.52	397.93	401.24	충남대	수의예과	자연	12	198.79 / 	300	표점	표점	2과목	25	45	30	97.52	132.46	131.80	66.83		1등급	0	만점	0	만점	0	0	
1.91	4,145	-595 	97.5	397.83	401.32	건양대	의학	자연	17	980 / 	1000	백분위	백분위	2과목	20	30	30	97.5	132.43	131.78	66.81		1등급	200	만점	0	만점	0	0	392점/400만점 
1.94	4,210	-447 	97.46	397.66	401.04	서울대	바이오시스템·소재학부	자연	14	400.3 / 	600	표점	표점	2과목	33	40	27	97.46	132.37	131.73	66.78		1등급	0	만점	0	만점	0	3	 물리/화학 필수, 과탐Ⅱ3점 가산
1.94	4,210	-449 	97.46	397.66	401.04	서울대	원자핵공학과	자연	7	400.3 / 	600	표점	표점	2과목	33	40	27	97.46	132.37	131.73	66.78		1등급	0	만점	0	만점	0	3	 과탐Ⅱ3점 가산
1.96	4,253	-299 	97.43	397.54	400.56	전북대	치의예과	자연	8	368.09 / 	500	표점	변표	2과목	30	40	30	97.43	132.32	131.70	66.76	68.11	1등급	30	만점	5	만점	0	0	
